q_type,attribute,category,question,polarity,gt,choice_1,choice_2,choice_3,choice_4
boolean,Surface smoothness,stool,casserole is less smooth than stool.,neg,True,True,False,N/A,N/A
boolean,Surface smoothness,stool,stool is less smooth than casserole.,neg,False,True,False,N/A,N/A
boolean,Surface smoothness,rubber_band,rubber_band is more smooth than jewelry.,pos,True,True,False,N/A,N/A
boolean,Surface smoothness,rubber_band,jewelry is more smooth than rubber_band.,pos,False,True,False,N/A,N/A
boolean,Surface smoothness,rubber_band,jewelry is less smooth than rubber_band.,neg,True,True,False,N/A,N/A
boolean,Surface smoothness,rubber_band,rubber_band is less smooth than jewelry.,neg,False,True,False,N/A,N/A
boolean,Surface smoothness,booklet,booklet is more smooth than swab.,pos,True,True,False,N/A,N/A
boolean,Surface smoothness,booklet,swab is more smooth than booklet.,pos,False,True,False,N/A,N/A
boolean,Surface smoothness,booklet,swab is less smooth than booklet.,neg,True,True,False,N/A,N/A
boolean,Surface smoothness,booklet,booklet is less smooth than swab.,neg,False,True,False,N/A,N/A
boolean,Surface smoothness,magazine,magazine is more smooth than bandage.,pos,True,True,False,N/A,N/A
boolean,Surface smoothness,magazine,bandage is more smooth than magazine.,pos,False,True,False,N/A,N/A
boolean,Surface smoothness,magazine,bandage is less smooth than magazine.,neg,True,True,False,N/A,N/A
boolean,Surface smoothness,magazine,magazine is less smooth than bandage.,neg,False,True,False,N/A,N/A
boolean,Surface smoothness,shawl,shawl is more smooth than flower_arrangement.,pos,True,True,False,N/A,N/A
boolean,Surface smoothness,shawl,flower_arrangement is more smooth than shawl.,pos,False,True,False,N/A,N/A
boolean,Surface smoothness,shawl,flower_arrangement is less smooth than shawl.,neg,True,True,False,N/A,N/A
boolean,Surface smoothness,shawl,shawl is less smooth than flower_arrangement.,neg,False,True,False,N/A,N/A
boolean,Surface smoothness,sweat_pants,sweat_pants is more smooth than trunk.,pos,True,True,False,N/A,N/A
boolean,Surface smoothness,sweat_pants,trunk is more smooth than sweat_pants.,pos,False,True,False,N/A,N/A
boolean,Surface smoothness,sweat_pants,trunk is less smooth than sweat_pants.,neg,True,True,False,N/A,N/A
boolean,Surface smoothness,sweat_pants,sweat_pants is less smooth than trunk.,neg,False,True,False,N/A,N/A
boolean,Surface smoothness,smoothie,smoothie is more smooth than waffle_iron.,pos,True,True,False,N/A,N/A
boolean,Surface smoothness,smoothie,waffle_iron is more smooth than smoothie.,pos,False,True,False,N/A,N/A
boolean,Surface smoothness,smoothie,waffle_iron is less smooth than smoothie.,neg,True,True,False,N/A,N/A
boolean,Surface smoothness,smoothie,smoothie is less smooth than waffle_iron.,neg,False,True,False,N/A,N/A
boolean,Surface smoothness,teapot,teapot is more smooth than jewelry.,pos,True,True,False,N/A,N/A
boolean,Surface smoothness,teapot,jewelry is more smooth than teapot.,pos,False,True,False,N/A,N/A
boolean,Surface smoothness,teapot,jewelry is less smooth than teapot.,neg,True,True,False,N/A,N/A
boolean,Surface smoothness,teapot,teapot is less smooth than jewelry.,neg,False,True,False,N/A,N/A
boolean,Surface smoothness,sweatshirt,sweatshirt is more smooth than wheel.,pos,True,True,False,N/A,N/A
boolean,Surface smoothness,sweatshirt,wheel is more smooth than sweatshirt.,pos,False,True,False,N/A,N/A
boolean,Surface smoothness,sweatshirt,wheel is less smooth than sweatshirt.,neg,True,True,False,N/A,N/A
boolean,Surface smoothness,sweatshirt,sweatshirt is less smooth than wheel.,neg,False,True,False,N/A,N/A
boolean,Surface smoothness,aquarium,aquarium is more smooth than snack_food.,pos,True,True,False,N/A,N/A
boolean,Surface smoothness,aquarium,snack_food is more smooth than aquarium.,pos,False,True,False,N/A,N/A
boolean,Surface smoothness,aquarium,snack_food is less smooth than aquarium.,neg,True,True,False,N/A,N/A
boolean,Surface smoothness,aquarium,aquarium is less smooth than snack_food.,neg,False,True,False,N/A,N/A
boolean,Surface smoothness,goldfish_bowl,goldfish_bowl is more smooth than coconut.,pos,True,True,False,N/A,N/A
boolean,Surface smoothness,goldfish_bowl,coconut is more smooth than goldfish_bowl.,pos,False,True,False,N/A,N/A
boolean,Surface smoothness,goldfish_bowl,coconut is less smooth than goldfish_bowl.,neg,True,True,False,N/A,N/A
boolean,Surface smoothness,goldfish_bowl,goldfish_bowl is less smooth than coconut.,neg,False,True,False,N/A,N/A
boolean,Surface smoothness,can,can is more smooth than avocado.,pos,True,True,False,N/A,N/A
boolean,Surface smoothness,can,avocado is more smooth than can.,pos,False,True,False,N/A,N/A
boolean,Surface smoothness,can,avocado is less smooth than can.,neg,True,True,False,N/A,N/A
boolean,Surface smoothness,can,can is less smooth than avocado.,neg,False,True,False,N/A,N/A
boolean,Surface smoothness,sportswear,sportswear is more smooth than dog_collar.,pos,True,True,False,N/A,N/A
boolean,Surface smoothness,sportswear,dog_collar is more smooth than sportswear.,pos,False,True,False,N/A,N/A
boolean,Surface smoothness,sportswear,dog_collar is less smooth than sportswear.,neg,True,True,False,N/A,N/A
boolean,Surface smoothness,sportswear,sportswear is less smooth than dog_collar.,neg,False,True,False,N/A,N/A
boolean,Surface smoothness,beaker,beaker is more smooth than keg.,pos,True,True,False,N/A,N/A
boolean,Surface smoothness,beaker,keg is more smooth than beaker.,pos,False,True,False,N/A,N/A
boolean,Surface smoothness,beaker,keg is less smooth than beaker.,neg,True,True,False,N/A,N/A
boolean,Surface smoothness,beaker,beaker is less smooth than keg.,neg,False,True,False,N/A,N/A
boolean,Surface smoothness,root_beer,root_beer is more smooth than dog_collar.,pos,True,True,False,N/A,N/A
boolean,Surface smoothness,root_beer,dog_collar is more smooth than root_beer.,pos,False,True,False,N/A,N/A
boolean,Surface smoothness,root_beer,dog_collar is less smooth than root_beer.,neg,True,True,False,N/A,N/A
boolean,Surface smoothness,root_beer,root_beer is less smooth than dog_collar.,neg,False,True,False,N/A,N/A
boolean,Surface smoothness,beer_bottle,beer_bottle is more smooth than strawberry.,pos,True,True,False,N/A,N/A
boolean,Surface smoothness,beer_bottle,strawberry is more smooth than beer_bottle.,pos,False,True,False,N/A,N/A
boolean,Surface smoothness,beer_bottle,strawberry is less smooth than beer_bottle.,neg,True,True,False,N/A,N/A
boolean,Surface smoothness,beer_bottle,beer_bottle is less smooth than strawberry.,neg,False,True,False,N/A,N/A
boolean,Surface smoothness,cymbal,cymbal is more smooth than snack_food.,pos,True,True,False,N/A,N/A
boolean,Surface smoothness,cymbal,snack_food is more smooth than cymbal.,pos,False,True,False,N/A,N/A
boolean,Surface smoothness,cymbal,snack_food is less smooth than cymbal.,neg,True,True,False,N/A,N/A
boolean,Surface smoothness,cymbal,cymbal is less smooth than snack_food.,neg,False,True,False,N/A,N/A
boolean,Surface smoothness,sugar_bowl,sugar_bowl is more smooth than keg.,pos,True,True,False,N/A,N/A
boolean,Surface smoothness,sugar_bowl,keg is more smooth than sugar_bowl.,pos,False,True,False,N/A,N/A
boolean,Surface smoothness,sugar_bowl,keg is less smooth than sugar_bowl.,neg,True,True,False,N/A,N/A
boolean,Surface smoothness,sugar_bowl,sugar_bowl is less smooth than keg.,neg,False,True,False,N/A,N/A
boolean,Surface smoothness,gelatin,gelatin is more smooth than thimble.,pos,True,True,False,N/A,N/A
boolean,Surface smoothness,gelatin,thimble is more smooth than gelatin.,pos,False,True,False,N/A,N/A
boolean,Surface smoothness,gelatin,thimble is less smooth than gelatin.,neg,True,True,False,N/A,N/A
boolean,Surface smoothness,gelatin,gelatin is less smooth than thimble.,neg,False,True,False,N/A,N/A
boolean,Surface smoothness,pole,pole is more smooth than sweet_potato.,pos,True,True,False,N/A,N/A
boolean,Surface smoothness,pole,sweet_potato is more smooth than pole.,pos,False,True,False,N/A,N/A
boolean,Surface smoothness,pole,sweet_potato is less smooth than pole.,neg,True,True,False,N/A,N/A
boolean,Surface smoothness,pole,pole is less smooth than sweet_potato.,neg,False,True,False,N/A,N/A
boolean,Surface smoothness,egg,egg is more smooth than beef.,pos,True,True,False,N/A,N/A
boolean,Surface smoothness,egg,beef is more smooth than egg.,pos,False,True,False,N/A,N/A
boolean,Surface smoothness,egg,beef is less smooth than egg.,neg,True,True,False,N/A,N/A
boolean,Surface smoothness,egg,egg is less smooth than beef.,neg,False,True,False,N/A,N/A
boolean,Surface smoothness,mirror,mirror is more smooth than clementine.,pos,True,True,False,N/A,N/A
boolean,Surface smoothness,mirror,clementine is more smooth than mirror.,pos,False,True,False,N/A,N/A
boolean,Surface smoothness,mirror,clementine is less smooth than mirror.,neg,True,True,False,N/A,N/A
boolean,Surface smoothness,mirror,mirror is less smooth than clementine.,neg,False,True,False,N/A,N/A
boolean,Surface smoothness,headscarf,headscarf is more smooth than brownie.,pos,True,True,False,N/A,N/A
boolean,Surface smoothness,headscarf,brownie is more smooth than headscarf.,pos,False,True,False,N/A,N/A
boolean,Surface smoothness,headscarf,brownie is less smooth than headscarf.,neg,True,True,False,N/A,N/A
boolean,Surface smoothness,headscarf,headscarf is less smooth than brownie.,neg,False,True,False,N/A,N/A
boolean,Surface smoothness,wooden_spoon,wooden_spoon is more smooth than thimble.,pos,True,True,False,N/A,N/A
boolean,Surface smoothness,wooden_spoon,thimble is more smooth than wooden_spoon.,pos,False,True,False,N/A,N/A
boolean,Surface smoothness,wooden_spoon,thimble is less smooth than wooden_spoon.,neg,True,True,False,N/A,N/A
boolean,Surface smoothness,wooden_spoon,wooden_spoon is less smooth than thimble.,neg,False,True,False,N/A,N/A
boolean,Surface smoothness,booklet,booklet is more smooth than grits.,pos,True,True,False,N/A,N/A
boolean,Surface smoothness,booklet,grits is more smooth than booklet.,pos,False,True,False,N/A,N/A
boolean,Surface smoothness,booklet,grits is less smooth than booklet.,neg,True,True,False,N/A,N/A
boolean,Surface smoothness,booklet,booklet is less smooth than grits.,neg,False,True,False,N/A,N/A
boolean,Surface smoothness,mousepad,mousepad is more smooth than bandage.,pos,True,True,False,N/A,N/A
boolean,Surface smoothness,mousepad,bandage is more smooth than mousepad.,pos,False,True,False,N/A,N/A
boolean,Surface smoothness,mousepad,bandage is less smooth than mousepad.,neg,True,True,False,N/A,N/A
boolean,Surface smoothness,mousepad,mousepad is less smooth than bandage.,neg,False,True,False,N/A,N/A
boolean,Surface smoothness,aquarium,aquarium is more smooth than bath_mat.,pos,True,True,False,N/A,N/A
boolean,Surface smoothness,aquarium,bath_mat is more smooth than aquarium.,pos,False,True,False,N/A,N/A
boolean,Surface smoothness,aquarium,bath_mat is less smooth than aquarium.,neg,True,True,False,N/A,N/A
boolean,Surface smoothness,aquarium,aquarium is less smooth than bath_mat.,neg,False,True,False,N/A,N/A
boolean,Surface smoothness,dinner_plate,dinner_plate is more smooth than avocado.,pos,True,True,False,N/A,N/A
boolean,Surface smoothness,dinner_plate,avocado is more smooth than dinner_plate.,pos,False,True,False,N/A,N/A
boolean,Surface smoothness,dinner_plate,avocado is less smooth than dinner_plate.,neg,True,True,False,N/A,N/A
boolean,Surface smoothness,dinner_plate,dinner_plate is less smooth than avocado.,neg,False,True,False,N/A,N/A
boolean,Surface smoothness,aerosol,aerosol is smooth.,pos,True,True,False,N/A,N/A
boolean,Surface smoothness,aerosol,aerosol is not smooth.,neg,False,True,False,N/A,N/A
boolean,Surface smoothness,apple,apple is smooth.,pos,True,True,False,N/A,N/A
boolean,Surface smoothness,apple,apple is not smooth.,neg,False,True,False,N/A,N/A
boolean,Surface smoothness,aquarium,aquarium is smooth.,pos,True,True,False,N/A,N/A
boolean,Surface smoothness,aquarium,aquarium is not smooth.,neg,False,True,False,N/A,N/A
boolean,Surface smoothness,balloon,balloon is smooth.,pos,True,True,False,N/A,N/A
boolean,Surface smoothness,balloon,balloon is not smooth.,neg,False,True,False,N/A,N/A
boolean,Surface smoothness,banana,banana is smooth.,pos,True,True,False,N/A,N/A
boolean,Surface smoothness,banana,banana is not smooth.,neg,False,True,False,N/A,N/A
boolean,Surface smoothness,bandanna,bandanna is smooth.,pos,True,True,False,N/A,N/A
boolean,Surface smoothness,bandanna,bandanna is not smooth.,neg,False,True,False,N/A,N/A
boolean,Surface smoothness,battery,battery is smooth.,pos,True,True,False,N/A,N/A
boolean,Surface smoothness,battery,battery is not smooth.,neg,False,True,False,N/A,N/A
boolean,Surface smoothness,beaker,beaker is smooth.,pos,True,True,False,N/A,N/A
boolean,Surface smoothness,beaker,beaker is not smooth.,neg,False,True,False,N/A,N/A
boolean,Surface smoothness,bedpan,bedpan is smooth.,pos,True,True,False,N/A,N/A
boolean,Surface smoothness,bedpan,bedpan is not smooth.,neg,False,True,False,N/A,N/A
boolean,Surface smoothness,beer_bottle,beer_bottle is smooth.,pos,True,True,False,N/A,N/A
boolean,Surface smoothness,beer_bottle,beer_bottle is not smooth.,neg,False,True,False,N/A,N/A
boolean,Surface smoothness,belt_buckle,belt_buckle is smooth.,pos,True,True,False,N/A,N/A
boolean,Surface smoothness,belt_buckle,belt_buckle is not smooth.,neg,False,True,False,N/A,N/A
boolean,Surface smoothness,beret,beret is smooth.,pos,True,True,False,N/A,N/A
boolean,Surface smoothness,beret,beret is not smooth.,neg,False,True,False,N/A,N/A
boolean,Surface smoothness,beverage,beverage is smooth.,pos,True,True,False,N/A,N/A
boolean,Surface smoothness,beverage,beverage is not smooth.,neg,False,True,False,N/A,N/A
boolean,Surface smoothness,birthday_card,birthday_card is smooth.,pos,True,True,False,N/A,N/A
boolean,Surface smoothness,birthday_card,birthday_card is not smooth.,neg,False,True,False,N/A,N/A
boolean,Surface smoothness,blouse,blouse is smooth.,pos,True,True,False,N/A,N/A
boolean,Surface smoothness,blouse,blouse is not smooth.,neg,False,True,False,N/A,N/A
boolean,Surface smoothness,board,board is smooth.,pos,True,True,False,N/A,N/A
boolean,Surface smoothness,board,board is not smooth.,neg,False,True,False,N/A,N/A
boolean,Surface smoothness,board_game,board_game is smooth.,pos,True,True,False,N/A,N/A
boolean,Surface smoothness,board_game,board_game is not smooth.,neg,False,True,False,N/A,N/A
boolean,Surface smoothness,booklet,booklet is smooth.,pos,True,True,False,N/A,N/A
boolean,Surface smoothness,booklet,booklet is not smooth.,neg,False,True,False,N/A,N/A
boolean,Surface smoothness,bookmark,bookmark is smooth.,pos,True,True,False,N/A,N/A
boolean,Surface smoothness,bookmark,bookmark is not smooth.,neg,False,True,False,N/A,N/A
boolean,Surface smoothness,bow_tie,bow_tie is smooth.,pos,True,True,False,N/A,N/A
boolean,Surface smoothness,bow_tie,bow_tie is not smooth.,neg,False,True,False,N/A,N/A
boolean,Surface smoothness,business_card,business_card is smooth.,pos,True,True,False,N/A,N/A
boolean,Surface smoothness,business_card,business_card is not smooth.,neg,False,True,False,N/A,N/A
boolean,Surface smoothness,calendar,calendar is smooth.,pos,True,True,False,N/A,N/A
boolean,Surface smoothness,calendar,calendar is not smooth.,neg,False,True,False,N/A,N/A
boolean,Surface smoothness,can,can is smooth.,pos,True,True,False,N/A,N/A
boolean,Surface smoothness,can,can is not smooth.,neg,False,True,False,N/A,N/A
boolean,Surface smoothness,candy,candy is smooth.,pos,True,True,False,N/A,N/A
boolean,Surface smoothness,candy,candy is not smooth.,neg,False,True,False,N/A,N/A
boolean,Surface smoothness,card,card is smooth.,pos,True,True,False,N/A,N/A
boolean,Surface smoothness,card,card is not smooth.,neg,False,True,False,N/A,N/A
boolean,Surface smoothness,cartridge,cartridge is smooth.,pos,True,True,False,N/A,N/A
boolean,Surface smoothness,cartridge,cartridge is not smooth.,neg,False,True,False,N/A,N/A
boolean,Surface smoothness,cherry,cherry is smooth.,pos,True,True,False,N/A,N/A
boolean,Surface smoothness,cherry,cherry is not smooth.,neg,False,True,False,N/A,N/A
